player_id,nome,squadra,stagione,pg,mv,fantamedia,gol,gol_subiti,rig_segnati,rig_tirati,rig_parati,assist,ammonizioni,espulsioni
6314,Openda,JUV,2025-26,14,5.79,6.0,1,0,0,0,0,0,0,0
7276,Cremaschi,PAR,2025-26,1,6.0,6.0,0,0,0,0,0,0,0,0
7277,Arena A.,ROM,2025-26,1,6.0,6.0,0,0,0,0,0,0,0,0
7309,Isaac,VER,2025-26,1,6.0,6.0,0,0,0,0,0,0,0,0
7316,Durosinmi,PIS,2025-26,10,5.7,6.0,1,0,0,0,0,1,1,1
7335,Zatterstrom,GEN,2025-26,2,6.0,6.0,0,0,0,0,0,0,0,0
7338,Albarracin,CAG,2025-26,2,6.0,6.0,0,0,0,0,0,0,0,0
6149,Carboni F.,PAR,2025-26,2,6.0,6.0,0,0,0,0,0,0,0,0
6575,Zaragoza,ROM,2025-26,3,5.83,6.0,0,0,0,0,0,1,1,0
7381,Mikolajewski,PAR,2025-26,1,6.0,6.0,0,0,0,0,0,0,0,0
5520,Cambiaso,JUV,2025-26,36,5.81,5.99,3,0,0,0,0,4,3,1
4502,Gallo,LEC,2025-26,37,5.95,5.99,0,0,0,0,0,3,3,0
4461,Zappa,CAG,2025-26,25,5.9,5.98,0,0,0,0,0,3,2,0
5449,Parisi,FIO,2025-26,23,6.02,5.98,1,0,0,0,0,1,6,0
5791,Frendrup,GEN,2025-26,36,5.96,5.97,1,0,0,0,0,0,5,0
2188,Marusic,LAZ,2025-26,33,5.86,5.97,1,0,0,0,0,2,1,1
6896,Van Der Brempt,COM,2025-26,14,5.96,5.96,0,0,0,0,0,1,2,0
7069,Fortini,FIO,2025-26,12,5.96,5.96,0,0,0,0,0,0,0,0
181,Vecino,LAZ,2025-26,12,5.92,5.96,0,0,0,0,0,1,1,0
632,Zaccagni,LAZ,2025-26,26,5.88,5.96,3,0,0,1,0,0,6,1
6426,Pedersen,TOR,2025-26,28,5.84,5.96,1,0,0,0,0,2,3,0
6047,Ehizibue,UDI,2025-26,26,5.83,5.96,2,0,0,0,0,0,5,0
6680,Karlstrom,UDI,2025-26,36,5.96,5.96,1,0,0,0,0,0,6,0
2528,Matic,SAS,2025-26,34,5.96,5.96,1,0,0,0,0,1,6,1
4479,Elmas,NAP,2025-26,28,5.80,5.96,1,0,0,0,0,3,3,0
5761,Zhegrova,JUV,2025-26,12,5.96,5.96,0,0,0,0,0,0,1,0
487,De Silvestri,BOL,2025-26,10,6.05,5.95,0,0,0,0,0,0,2,0
1871,Deiola,CAG,2025-26,20,5.98,5.95,0,0,0,0,0,1,3,0
5833,Gila,LAZ,2025-26,31,6.03,5.95,0,0,0,0,0,0,3,1
6631,Ghilardi,ROM,2025-26,21,5.98,5.95,0,0,0,0,0,0,1,0
7198,Piotrowski,UDI,2025-26,30,5.88,5.95,1,0,0,0,0,0,2,0
7208,Miller L.,UDI,2025-26,19,5.92,5.95,0,0,0,0,0,2,4,0
7209,Sorensen O.,PAR,2025-26,30,5.85,5.95,1,0,0,0,0,1,2,0
2640,Kolasinac,ATA,2025-26,17,6.03,5.94,0,0,0,0,0,0,3,0
513,Acerbi,INT,2025-26,16,6.03,5.94,0,0,0,0,0,0,3,0
5481,Mazzocchi,NAP,2025-26,9,5.94,5.94,0,0,0,0,0,1,0,1
7143,Angori,PIS,2025-26,35,5.91,5.94,0,0,0,0,0,2,2,0
2155,Cutrone,PAR,2025-26,14,5.71,5.93,1,0,0,0,0,0,0,0
460,Romagnoli,LAZ,2025-26,32,6.03,5.92,0,0,0,0,0,0,5,1
6663,Circati,PAR,2025-26,31,5.92,5.92,1,0,0,0,0,0,6,0
6218,Oristanio,PAR,2025-26,18,5.78,5.92,1,0,0,0,0,0,1,0
7272,Gueye,UDI,2025-26,13,5.77,5.92,1,0,0,0,0,0,2,0
