player_id,nome,squadra,ruolo_mantra,ruolo_classic,mantra_qa,mantra_fvm,classic_qa,classic_fvm,pg_2026_27,mv_2026_27,fm_2026_27,gol_2026_27,ass_2026_27,amm_2026_27,esp_2026_27,gs_2026_27,rp_2026_27,pg_2025_26,mv_2025_26,fm_2025_26,gol_2025_26,ass_2025_26,amm_2025_26,esp_2025_26,gs_2025_26,rp_2025_26,pg_2024_25,mv_2024_25,fm_2024_25,gol_2024_25,ass_2024_25,amm_2024_25,esp_2024_25,gs_2024_25,rp_2024_25,pg_2023_24,mv_2023_24,fm_2023_24,gol_2023_24,ass_2023_24,amm_2023_24,esp_2023_24,gs_2023_24,rp_2023_24,nessuno_storico,cambio_squadra,fm_media_pesata,trend_fm,pres_pct_2026_27,pres_pct_2025_26,pres_pct_2024_25,pres_pct_2023_24,continuita_pct,pos_media_squadra,stato_infortunio,dettaglio_infortunio,infortunio_aggiornato_il
6646,Adams C.,TOR,a,a,12,27,11,27,3,6.67,8.67,2,0,0,0,0,0,32,5.98,6.64,6,3,0,0,0,0,35,6.0,6.76,9,4,3,0,0,0,,,,,,,,,,0,0,6.68,stabile,75,84,92,,84,10.67,indisponibile,"L'attaccante frenato a metà settembre da una lesione distrattiva di basso grado all'adduttore, forfait contro Roma e Bologna. Punta a recuperare nella sosta per essere poi arruolabile dalla prima metà di ottobre.",2026-09-18
7547,Kevin Carlos,CAG,pc,a,10,22,11,25,1,5.5,5.0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,15.0,,,
7554,Romero D.,PAR,pc,a,11,32,11,35,3,6.33,7.33,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,16.33,,,
5982,Spence,INT,e,d,10,23,11,23,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15,6.0,5.97,0,0,1,0,0,0,0,1,5.97,n_d,0,,,39,20,1.33,,,
1850,Kessiè,ATA,c,c,11,38,11,38,1,5.5,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,4.67,,,
7625,Goncalves P.,FIO,w/t,c,11,40,11,40,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,0,,,,0,9.67,,,
5526,Scalvini,ATA,dc,d,10,25,10,25,4,6.0,6.0,0,0,0,0,0,0,24,6.06,6.44,3,1,2,0,0,0,4,5.5,5.25,0,0,2,0,0,0,33,6.06,6.20,1,3,3,0,0,0,0,0,6.37,stabile,100,63,11,87,65,4.67,,,
133,Skorupski,BOL,por,p,10,28,10,28,3,5.83,4.5,0,0,0,0,4,0,18,6.19,5.28,0,0,1,1,15,0,27,6.17,5.04,0,0,1,0,33,1,32,6.17,5.33,0,0,2,0,29,1,0,0,5.22,stabile,75,47,71,84,69,7.33,,,
184,Bernardeschi,BOL,w/t,c,10,26,10,26,4,6.25,6.25,0,0,0,0,0,0,24,6.04,6.56,4,2,3,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.56,n_d,100,63,,,82,7.33,,,
6844,Rowe,ATA,w/t,c,10,37,10,37,2,5.5,5.5,0,0,0,0,0,0,28,6.20,6.59,3,3,2,0,0,0,,,,,,,,,,,,,,,,,,,0,1,6.59,n_d,50,74,,,62,4.67,,,
2521,De Gea,FIO,por,p,10,24,10,24,4,5.62,2.88,0,0,0,0,11,0,37,6.24,5.0,0,0,0,0,49,1,35,6.34,5.41,0,0,1,0,38,2,,,,,,,,,,0,0,5.15,calante,100,97,92,,96,9.67,,,
1933,Mandragora,TOR,c,c,10,35,10,35,4,6.12,6.88,1,0,0,0,0,0,34,6.04,6.62,7,2,7,0,0,0,27,6.19,6.67,4,4,7,0,0,0,30,5.95,6.28,3,3,5,0,0,0,0,1,6.57,crescente,100,89,71,79,85,10.67,,,
5750,Ostigard,GEN,dc,d,10,32,10,32,4,5.88,5.5,0,0,3,0,0,0,30,6.13,6.52,5,0,7,0,0,0,,,,,,,,,,20,5.9,6.0,1,0,2,0,0,0,0,0,6.37,crescente,100,79,,53,77,13.33,,,
4923,Colombo,GEN,pc,a,9,48,10,51,4,5.75,5.25,0,1,0,0,0,0,37,5.92,6.41,7,1,2,0,0,0,36,5.90,6.39,6,2,3,1,0,0,23,5.89,6.39,4,1,3,0,0,0,0,0,6.4,stabile,100,97,95,61,88,13.33,,,
6274,Diouf,INT,e/c,c,10,55,10,53,3,6.5,7.5,0,3,0,0,0,0,10,6.15,6.45,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.45,n_d,75,26,,,50,1.33,,,
5500,Cancellieri,LAZ,w/a,c,9,21,10,21,4,6.12,6.75,1,0,1,0,0,0,28,5.93,6.29,4,1,6,0,0,0,25,5.76,6.04,3,0,2,1,0,0,34,6.0,6.31,4,2,7,0,0,0,0,0,6.22,stabile,100,74,66,89,82,7.67,,,
4892,Saelemaekers,MIL,e/w,c,11,28,10,28,3,6.17,6.5,0,1,0,0,0,0,35,6.14,6.41,3,3,5,0,0,0,22,6.39,7.36,7,3,5,0,0,0,30,6.08,6.47,4,3,5,1,0,0,0,0,6.71,stabile,75,92,58,79,76,5.0,,,
572,Meret,NAP,por,p,10,45,10,45,3,6.33,4.67,0,0,0,0,5,0,11,6.23,5.18,0,1,1,0,12,0,34,6.32,5.71,0,0,0,0,25,2,31,6.06,4.97,0,0,0,0,40,2,0,0,5.3,stabile,75,29,89,82,69,4.33,indisponibile,Il portiere uscito claudicante dal match di mercoledì in Champions League per una lesione di basso grado all'adduttore lungo. Recuperabile dall'inizio di ottobre.,2026-09-18
4287,Lobotka,NAP,m/c,c,11,33,10,28,4,6.62,7.38,1,0,0,0,0,0,31,6.05,6.10,1,0,3,0,0,0,31,6.05,6.03,0,1,3,0,0,0,38,5.93,5.91,0,1,4,0,0,0,0,0,6.04,stabile,100,82,82,100,91,4.33,,,
4220,Zambo Anguissa,NAP,c,c,10,30,10,30,3,5.33,5.33,0,0,0,0,0,0,18,6.17,6.86,4,1,1,0,0,0,35,6.41,6.97,6,4,5,0,0,0,33,5.82,5.85,0,2,2,0,0,0,0,0,6.69,crescente,75,47,92,87,75,4.33,,,
536,Politano,NAP,w,c,9,35,10,35,4,5.75,6.38,1,0,1,0,0,0,33,6.09,6.36,2,5,4,0,0,0,37,6.11,6.42,3,4,3,0,0,0,37,6.19,6.89,8,7,2,1,0,0,0,0,6.48,calante,100,87,97,97,95,4.33,,,
5589,Konè M.,ROM,m/c,c,11,43,10,38,4,6.25,6.12,0,0,1,0,0,0,29,6.26,6.53,2,3,2,0,0,0,33,6.26,6.38,2,1,6,0,0,0,,,,,,,,,,0,0,6.47,stabile,100,76,87,,88,4.67,,,
5844,Thorstvedt,SAS,c/t,c,10,32,10,32,4,5.88,5.88,0,0,0,0,0,0,31,6.15,6.48,4,3,9,0,0,0,,,,,,,,,,34,5.94,6.40,6,1,7,0,0,0,0,0,6.46,stabile,100,82,,89,90,16.67,,,
6904,Yeboah J.,VEN,a,a,10,30,10,30,4,6.25,7.0,1,0,0,0,0,0,,,,,,,,,,28,5.91,5.98,1,2,6,0,0,0,,,,,,,,,,0,0,5.98,n_d,100,,74,,87,19.67,,,
6229,Tourè E.,PAR,pc,a,10,30,10,30,4,5.62,5.62,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9,6.0,6.56,2,0,2,0,0,0,0,1,6.56,n_d,100,0,0,24,31,16.33,,,
5641,Chalobah T.,COM,dd/dc,d,11,30,10,28,3,6.33,6.33,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,11.33,,,
4896,Maldini,CAG,t/a,a,9,28,9,28,4,6.38,7.88,2,0,0,0,0,0,18,5.94,6.31,2,1,1,0,0,0,27,6.02,6.59,6,0,5,0,0,0,16,6.19,6.97,4,1,1,0,0,0,0,1,6.53,calante,100,47,71,42,65,15.0,,,
5885,Dodò,FIO,dd/e,d,9,16,9,16,1,5.0,5.0,0,0,0,0,0,0,36,5.99,6.03,1,2,7,0,0,0,35,6.19,6.21,0,5,8,0,0,0,6,5.75,5.75,0,0,0,0,0,0,0,0,6.03,stabile,25,95,92,16,57,9.67,,,
4359,Piccoli,BOL,pc,a,8,40,9,43,4,5.75,6.5,1,0,0,0,0,0,27,5.78,6.24,4,1,1,0,0,0,37,6.0,6.76,10,1,6,0,0,0,32,6.02,6.41,5,0,5,0,0,0,0,1,6.43,stabile,100,71,97,84,88,7.33,,,
7472,Calò,FRO,m/c,c,10,35,9,30,4,6.38,6.62,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,19.33,,,
6530,Ghedjemis,FRO,w/a,a,10,28,9,26,2,6.25,6.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,6.2,6.1,0,0,1,0,0,0,0,0,6.1,n_d,50,,,13,32,19.33,,,
6204,Kvernadze,FRO,w/a,a,10,35,9,38,4,6.88,8.62,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2,5.75,5.75,0,0,0,0,0,0,0,0,,n_d,100,,,5,52,19.33,,,
5514,Vasquez,GEN,ds/dc,d,10,33,9,30,4,5.62,6.12,1,0,0,1,0,0,36,6.08,6.14,1,0,2,0,0,0,36,6.06,6.18,3,0,9,0,0,0,35,6.16,6.19,1,1,6,0,0,0,0,0,6.16,stabile,100,95,95,92,96,13.33,,,
5877,Carlos Augusto,INT,b/ds/e,d,10,25,9,25,2,7.0,9.0,1,1,0,0,0,0,28,6.12,6.16,1,1,6,0,0,0,28,6.20,6.61,3,3,1,0,0,0,35,6.14,6.21,0,3,1,0,0,0,0,0,6.31,stabile,50,74,74,92,72,1.33,,,
5562,Thuram K.,JUV,c,c,9,15,9,15,0,0.0,0.0,0,0,0,0,0,0,34,6.10,6.40,3,2,2,0,0,0,33,6.30,6.74,4,5,5,0,0,0,,,,,,,,,,0,0,6.53,calante,0,89,87,,59,4.33,indisponibile,"il centrocampista condizionato da una sindrome femoro-rotulea e, dopo un consulto medico a fine agosto, è stato sottoposto il 3 settembre a operazione chirurgica. Lungo stop, ipotizziamo un rientro da gennaio.",2026-09-18
6398,Isaksen,LAZ,w/a,c,8,22,9,22,4,5.75,5.62,0,0,1,0,0,0,27,6.04,6.63,5,1,0,0,0,0,37,6.05,6.34,4,1,5,0,0,0,23,6.07,6.46,3,1,3,0,0,0,0,0,6.51,stabile,100,71,97,61,82,7.67,,,
6989,Tiago Gabriel,LEC,dc,d,9,23,9,23,4,6.0,7.5,2,0,0,0,0,0,36,6.0,6.01,2,0,7,0,0,0,2,6.25,6.25,0,0,0,0,0,0,,,,,,,,,,0,0,6.01,n_d,100,95,5,,67,16.0,,,
5504,Coulibaly L.,LEC,m/c,c,10,21,9,16,4,6.38,8.12,2,1,0,0,0,0,33,6.05,6.29,3,1,4,0,0,0,37,5.96,6.0,1,0,3,0,0,0,27,5.72,5.65,0,0,5,0,0,0,0,0,6.08,crescente,100,87,97,71,89,16.0,,,
7485,Mangas,MON,ds/e,d,9,25,9,25,4,6.25,7.5,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,17.33,,,
5878,Colpani,MON,t,c,8,13,9,15,4,5.75,6.5,1,0,0,0,0,0,,,,,,,,,,24,5.81,6.04,2,0,1,0,0,0,38,6.20,6.92,8,4,1,0,0,0,0,1,6.39,calante,100,,63,100,88,17.33,,,
2155,Cutrone,MON,pc,a,8,14,9,17,3,6.0,6.0,0,0,0,0,0,0,14,5.71,5.93,1,0,0,0,0,0,33,6.02,6.67,7,4,1,0,0,0,,,,,,,,,,0,1,6.21,calante,75,37,87,,66,17.33,,,
7223,Vergara,NAP,w/t,c,9,32,9,32,3,6.33,7.5,1,1,1,0,0,0,8,6.25,6.5,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.5,n_d,75,21,,,48,4.33,,,
5862,Valeri,PAR,ds/e,d,9,22,9,22,4,6.12,6.12,0,0,0,0,0,0,34,6.06,6.09,0,2,2,0,0,0,34,5.94,6.25,2,5,1,0,0,0,15,5.6,5.57,0,1,3,0,0,0,0,0,6.03,crescente,100,89,89,39,79,16.33,,,
779,Cristante,ROM,m/c,c,10,34,9,29,4,6.25,6.25,0,0,0,0,0,0,37,6.11,6.22,2,1,6,0,0,0,28,6.20,6.59,4,3,8,0,0,0,37,6.11,6.35,3,4,8,0,0,0,0,0,6.36,stabile,100,97,74,97,92,4.67,,,
6677,Adzic,SAS,c/t,c,9,16,9,16,4,6.5,8.25,2,1,0,0,0,0,4,6.12,6.88,1,0,0,0,0,0,1,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,0,1,,n_d,100,11,3,,38,16.67,,,
5735,Volpato,SAS,w/t,c,9,24,9,24,3,6.67,7.5,1,0,1,0,0,0,21,6.14,6.52,2,4,4,0,0,0,,,,,,,,,,17,5.85,6.0,1,0,1,0,0,0,0,0,6.37,crescente,75,55,,45,58,16.67,indisponibile,l'esterno offensivo dei neroverdi KO il 6 settembre a Bologna vittima di una lesione di grado moderato al flessore della gamba destra. Recuperabile dall'inizio di ottobre.,2026-09-18
5888,Casadei,TOR,c/t,c,9,20,9,20,1,5.0,5.0,0,0,0,0,0,0,32,5.97,6.45,6,0,5,0,0,0,15,6.03,6.27,1,1,1,0,0,0,,,,,,,,,,0,0,6.38,stabile,25,84,39,,49,10.67,,,
5555,Kamara H.,UDI,ds/e,d,9,12,9,12,4,6.38,7.88,2,0,0,0,0,0,26,5.88,5.87,0,2,5,0,0,0,30,5.93,6.03,1,4,6,1,0,0,31,6.06,6.10,1,0,4,0,0,0,0,0,5.96,stabile,100,68,79,82,82,12.33,,,
6727,Couto,COM,dd/e,d,9,31,9,31,4,6.0,6.25,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,11.33,,,
530,Pellegrini Lo.,ROM,c/t,c,9,18,9,18,0,0.0,0.0,0,0,0,0,0,0,24,6.04,6.58,4,2,2,0,0,0,25,5.68,5.88,2,1,4,0,0,0,29,6.14,6.95,8,3,7,0,0,0,0,0,6.44,calante,0,63,66,76,51,4.67,,,
7600,Osmajic,GEN,pc,a,8,28,9,31,3,5.67,6.67,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,13.33,,,
7612,Bobcek,FRO,pc,a,9,10,9,13,1,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,19.33,,,
6534,Perri,TOR,por,p,9,17,9,17,2,5.5,4.0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,10.67,,,
554,Zappacosta,ATA,dd/e,d,8,14,8,14,3,5.83,5.83,0,0,0,0,0,0,35,6.06,6.3,3,1,3,0,0,0,30,5.98,6.4,4,2,3,0,0,0,31,5.92,6.06,2,1,5,0,0,0,0,0,6.28,stabile,75,92,79,82,82,4.67,,,
2077,Pasalic,ATA,c/t,c,8,21,8,21,3,5.5,5.5,0,0,0,0,0,0,31,5.94,6.27,3,3,3,0,0,0,33,5.91,6.14,3,2,1,0,0,0,33,6.21,6.89,6,6,3,0,0,0,0,0,6.35,calante,75,82,87,87,83,4.67,,,
6042,Lucumì,JUV,dc,d,8,16,8,16,3,6.0,5.67,0,0,2,0,0,0,28,5.88,5.89,1,0,5,0,0,0,32,5.83,5.70,0,1,8,1,0,0,29,6.10,6.07,0,0,2,0,0,0,0,1,5.87,stabile,75,74,84,76,77,4.33,,,
4734,Miranda J.,BOL,ds/e,d,8,22,8,22,3,6.0,6.33,0,1,0,0,0,0,31,6.0,6.10,1,3,6,0,0,0,29,6.05,6.16,0,6,4,1,0,0,,,,,,,,,,0,0,6.12,stabile,75,82,76,,78,7.33,,,
5858,Ferguson,BOL,m/c,c,9,27,8,22,4,6.12,6.12,0,0,0,0,0,0,23,5.80,5.78,1,0,5,1,0,0,14,6.11,6.39,1,1,0,0,0,0,31,6.39,6.94,6,3,8,0,0,0,0,0,6.2,calante,100,61,37,82,70,7.33,,,
4436,Cambiaghi,BOL,w/a,c,7,22,8,22,4,5.88,5.75,0,0,1,0,0,0,24,5.98,6.42,3,4,3,1,0,0,17,6.15,6.5,1,3,0,0,0,0,37,6.14,6.20,1,1,3,0,0,0,0,0,6.4,stabile,100,63,45,97,76,7.33,,,
5701,Obert,CAG,b/ds/e,d,8,17,8,15,4,6.0,6.0,0,0,0,0,0,0,34,5.88,5.82,0,3,8,1,0,0,19,5.95,6.05,1,1,4,0,0,0,13,5.35,5.31,0,0,1,0,0,0,0,0,5.79,crescente,100,89,50,34,68,15.0,,,
4870,Adopo,CAG,m/c,c,9,16,8,13,4,6.25,6.75,0,2,0,0,0,0,38,5.83,5.88,1,1,4,0,0,0,34,5.87,5.91,1,1,3,1,0,0,4,5.75,6.0,0,1,0,0,0,0,0,0,5.89,stabile,100,100,89,11,75,15.0,,,
7311,Romano,CAG,m/c,c,9,26,8,21,4,6.62,7.38,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,15.0,,,
7414,Kaiki,COM,ds/e,d,8,16,8,16,1,6.5,9.5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,11.33,,,
5365,Dragusin,FIO,dc,d,8,18,8,18,4,5.0,5.12,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,19,6.11,6.45,2,1,1,0,0,0,0,1,6.45,n_d,100,,,50,75,9.67,,,
6531,Jimenez A.,FIO,dd/ds/e,d,8,20,8,17,3,5.5,5.67,0,1,1,0,0,0,1,5.5,5.0,0,0,1,0,0,0,21,5.95,5.83,0,0,6,0,0,0,1,5.0,4.5,0,0,1,0,0,0,0,1,5.83,n_d,75,3,55,3,34,9.67,,,
4465,Fagioli,FIO,m/c,c,9,25,8,20,4,5.88,6.0,0,1,1,0,0,0,33,6.03,6.23,2,3,5,0,0,0,24,5.92,6.04,1,2,4,0,0,0,8,6.06,6.25,0,2,1,0,0,0,0,0,6.18,stabile,100,87,63,21,68,9.67,,,
6294,Ndour,FIO,c,c,8,17,8,17,4,5.5,5.5,0,0,0,0,0,0,30,5.8,6.07,3,0,2,0,0,0,7,5.71,5.64,0,0,1,0,0,0,,,,,,,,,,0,0,5.91,crescente,100,79,18,,66,9.67,,,
6164,Vitinha O.,GEN,a,a,8,12,8,12,4,5.62,5.62,0,0,0,0,0,0,31,5.95,6.39,5,1,5,0,0,0,22,5.89,6.25,2,3,2,0,0,0,6,6.42,7.33,2,0,2,0,0,0,0,0,6.54,calante,100,82,58,16,64,13.33,,,
7070,Sucic P.,INT,c,c,8,20,8,20,3,6.17,6.17,0,0,0,0,0,0,28,6.07,6.27,2,2,5,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.27,n_d,75,74,,,74,1.33,,,
6669,Bonny,INT,pc,a,7,15,8,18,2,6.5,8.0,1,0,0,0,0,0,27,6.15,6.83,5,4,1,0,0,0,37,6.03,6.51,6,4,2,0,0,0,,,,,,,,,,0,0,6.71,crescente,50,71,97,,73,1.33,,,
5520,Cambiaso,JUV,dd/ds/e,d,9,12,8,10,1,6.0,5.5,0,0,1,0,0,0,36,5.81,5.99,3,4,3,1,0,0,32,6.09,6.31,2,3,4,0,0,0,34,6.0,6.12,2,3,10,0,0,0,0,0,6.11,stabile,25,95,84,89,73,4.33,,,
827,Locatelli,JUV,m/c,c,9,20,8,15,3,6.17,6.33,0,1,1,0,0,0,36,6.26,6.19,1,2,9,0,0,0,35,6.19,6.26,2,1,9,0,0,0,35,5.83,5.94,1,4,6,0,0,0,0,0,6.16,stabile,75,95,92,92,88,4.33,indisponibile,il metronomo del centrocampo bianconero ha rimediato la rottura del menisco esterno del ginocchio. Verrà operato a Lione a stretto giro. Lungo stop e possibilità di rivederlo in campo da gennaio.,2026-09-18
5761,Zhegrova,JUV,w,c,7,25,8,25,2,6.75,9.75,2,0,0,0,0,0,12,5.96,5.96,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0,5.96,n_d,50,32,,,41,4.33,,,
6320,Doekhi,LAZ,dc,d,8,15,8,15,3,6.33,6.67,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,7.67,,,
6556,Noslin,LAZ,a,a,8,15,8,15,2,6.5,8.0,1,0,0,0,0,0,23,6.02,6.5,4,2,4,1,0,0,19,6.0,6.37,2,2,2,0,0,0,17,6.35,7.41,5,4,2,0,0,0,0,0,6.64,calante,50,61,50,45,52,7.67,,,
2134,Falcone,LEC,por,p,8,24,8,24,4,6.12,4.25,0,0,1,0,7,0,38,6.41,5.22,0,0,2,0,50,2,38,6.26,4.79,0,0,2,0,58,1,38,6.25,4.91,0,0,0,0,54,1,0,0,5.03,crescente,100,100,100,100,100,16.0,,,
5029,Geubbels,LEC,pc,a,7,15,8,18,2,5.25,5.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,16.0,indisponibile,"l'attaccante KO contro la Roma il 31 agosto vittima di una distorsione alla caviglia, rientro previsto da inizio ottobre.",2026-09-18
6496,Bartesaghi,MIL,ds/e,d,8,12,8,12,2,6.0,6.0,0,0,0,0,0,0,31,5.97,6.05,2,0,3,0,0,0,3,5.33,5.0,0,0,0,1,0,0,3,6.0,6.0,0,0,0,0,0,0,0,0,6.05,n_d,50,82,8,8,37,5.0,,,
4856,Chukwueze,MIL,e/w,c,8,22,8,20,4,6.5,7.0,0,2,0,0,0,0,1,5.5,5.5,0,0,0,0,0,0,16,6.09,6.78,3,2,0,0,0,0,20,6.02,6.25,1,2,1,0,0,0,0,0,6.57,crescente,100,3,42,53,50,5.0,,,
1852,Spinazzola,NAP,ds/e,d,8,24,8,24,4,5.88,5.88,0,0,0,0,0,0,30,6.17,6.55,3,3,1,0,0,0,23,6.07,6.22,1,1,1,0,0,0,23,6.09,6.30,1,2,0,0,0,0,0,0,6.4,stabile,100,79,61,61,75,4.33,,,
6664,Delprato,PAR,b/dd/e,d,8,24,8,21,4,6.0,5.88,0,0,1,0,0,0,35,5.91,6.01,2,0,5,0,0,0,34,6.03,6.21,4,0,8,0,2,0,,,,,,,,,,0,0,6.08,stabile,100,92,89,,94,16.33,,,
6190,Pisilli,ROM,c,c,8,30,8,30,3,6.5,8.33,2,0,1,0,0,0,22,6.09,6.48,2,4,3,0,0,0,24,5.98,6.12,2,1,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,6.35,crescente,75,58,63,0,49,4.67,,,
6717,Konè I.,SAS,c,c,8,20,8,20,0,0.0,0.0,0,0,0,0,0,0,35,6.19,6.63,6,0,3,1,0,0,,,,,,,,,,,,,,,,,,,0,0,6.63,n_d,0,92,,,46,16.67,indisponibile,"il centrocampista canadese vittima a giugno nella gara dei Mondiali di una rottura di tibia e perone. Operato, punta a tornare in campo da dicembre.",2026-09-18
6495,Comuzzo,TOR,dc,d,8,13,8,13,4,6.0,6.75,1,0,0,0,0,0,24,5.75,5.75,1,0,2,0,0,0,28,5.91,5.93,1,0,5,0,0,0,2,6.0,5.75,0,0,1,0,0,0,0,1,5.82,stabile,100,63,74,5,60,10.67,,,
6462,Okoye,UDI,por,p,8,26,8,26,4,6.38,3.88,0,0,0,0,10,0,30,6.07,5.08,0,1,1,1,32,1,25,6.1,4.4,0,0,1,0,40,0,21,6.17,4.93,0,0,2,0,25,0,0,0,4.85,stabile,100,79,66,55,75,12.33,,,
4994,Vojvoda,UDI,dd/e,d,8,19,8,19,4,5.75,5.75,0,0,0,0,0,0,27,6.02,6.24,2,1,2,0,0,0,27,5.96,6.04,1,2,6,0,0,0,21,5.88,5.95,0,3,3,0,0,0,0,1,6.12,stabile,100,71,71,55,74,12.33,,,
6680,Karlstrom,UDI,m/c,c,9,23,8,20,4,6.25,6.88,1,0,1,0,0,0,36,5.96,5.96,1,0,6,0,0,0,37,5.85,5.78,0,2,9,0,0,0,,,,,,,,,,0,0,5.89,stabile,100,95,97,,97,12.33,,,
7551,Schmid,FRO,w/t,c,8,26,8,26,4,6.0,6.0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,19.33,,,
5675,Theate,BOL,ds/dc,d,9,22,8,20,2,5.75,5.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,7.33,,,
7220,Belghali,TOR,dd/e,d,8,17,8,17,2,6.0,6.5,0,1,0,0,0,0,26,6.10,6.21,2,0,6,0,0,0,,,,,,,,,,,,,,,,,,,0,1,6.21,n_d,50,68,,,59,10.67,,,
4137,Diego Carlos,PAR,dc,d,8,21,8,21,2,5.5,5.5,0,0,0,0,0,0,25,6.14,6.1,1,0,8,0,0,0,,,,,,,,,,,,,,,,,,,0,1,6.1,n_d,50,66,,,58,16.33,,,
6344,Sanchez Ro.,COM,por,p,8,15,8,15,1,6.0,5.0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,11.33,,,
6046,Hien,ATA,dc,d,7,11,7,11,0,0.0,0.0,0,0,0,0,0,0,28,5.91,5.86,1,0,5,0,0,0,29,5.95,5.78,0,0,10,0,0,0,22,5.95,5.82,0,0,4,1,0,0,0,0,5.83,stabile,0,74,76,58,52,4.67,indisponibile,"il difensore operato a fine giugno per una lesione del tendine prossimale del muscolo semimembranoso della coscia sinistra, in recupero e pronto a tornare in campo dalla metà di ottobre.",2026-09-18
4364,Gaetano,ATA,m/c,c,8,33,7,28,3,5.67,5.67,0,1,0,1,0,0,32,6.06,6.31,2,4,4,0,0,0,27,6.04,6.41,2,4,0,0,0,0,17,6.12,6.88,5,0,2,1,0,0,0,1,6.45,calante,75,84,71,45,69,4.67,,,
5422,Zalewski,ATA,w,c,6,13,7,13,3,6.0,6.33,0,1,0,0,0,0,31,6.10,6.40,2,5,3,0,0,0,19,6.03,6.21,1,2,3,0,0,0,22,5.80,5.77,0,1,1,1,0,0,0,0,6.22,crescente,75,82,50,58,66,4.67,,,
5298,Pobega,BOL,m/c,c,7,15,7,12,3,6.0,6.0,0,0,0,0,0,0,23,5.83,6.17,3,1,2,1,0,0,20,6.05,6.25,2,2,4,2,0,0,7,5.93,5.93,0,0,0,0,0,0,0,0,6.15,stabile,75,61,53,18,52,7.33,,,
2765,Odgaard,BOL,t,c,6,14,7,14,4,5.62,5.5,0,0,1,0,0,0,22,5.91,6.61,5,1,1,0,0,0,28,6.14,6.84,6,2,1,0,0,0,9,6.22,7.0,2,1,1,0,0,0,0,0,6.76,calante,100,58,74,24,64,7.33,,,
4210,Mina,CAG,dc,d,7,15,7,15,0,0.0,0.0,0,0,0,0,0,0,26,6.0,6.17,2,1,3,1,0,0,31,6.06,6.06,1,0,4,1,0,0,15,6.03,6.27,2,0,5,0,0,0,0,0,6.16,stabile,0,68,82,39,47,15.0,,,
7274,Zè Pedro,CAG,dd/dc,d,7,16,7,14,4,6.25,6.12,0,0,1,0,0,0,22,5.77,5.68,0,1,6,0,0,0,,,,,,,,,,,,,,,,,,,0,0,5.68,n_d,100,58,,,79,15.0,,,
4260,Winks,CAG,m/c,c,8,20,7,15,4,6.12,6.12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,15.0,,,
