player_id,nome,squadra,ruolo_classic,ruolo_mantra,classic_qi,classic_qa,classic_fvm,mantra_qi,mantra_qa,mantra_fvm
7165,Liteta,CAG,c,m/c,1,1,1,1,1,1
7317,Trepy,CAG,a,pc,1,1,1,1,1,1
2809,Vigorito,COM,p,por,1,1,1,1,1,1
418,Goldaniga,COM,d,dc,1,1,1,1,1,1
6896,Van Der Brempt,SAS,d,dd/e,2,1,6,2,1,6
7357,Lahdo,COM,c,c/t,1,1,1,1,1,1
6403,Christensen O.,FIO,p,por,1,1,1,1,1,1
158,Lezzerini,FIO,p,por,1,1,1,1,1,1
7463,Desplanches,FRO,p,por,2,1,1,2,1,1
7466,Lolic,FRO,p,por,1,1,1,1,1,1
5424,Amey,FRO,d,dc,1,1,1,1,1,1
7456,El Azzouzi A.,FRO,c,m/c,1,1,1,1,1,1
5725,Kone B.,FRO,c,c,1,1,3,1,1,3
219,Sommariva,GEN,p,por,1,1,1,1,1,1
6569,Stolz,GEN,p,por,1,1,1,1,1,1
6980,Venturino,GEN,c,w,2,1,4,2,1,4
1926,Di Gennaro,INT,p,por,1,1,1,1,1,1
2814,Provedel,INT,p,por,2,1,5,2,1,5
1930,Pinsoglio,JUV,p,por,1,1,1,1,1,1
294,Rugani,JUV,d,dc,1,1,3,1,1,3
6039,Cabal,JUV,d,b/ds/e,1,1,4,1,1,4
7337,Motta,LAZ,p,por,1,1,1,1,1,1
7534,Renzetti,LAZ,p,por,1,1,1,1,1,1
327,Patric,LAZ,d,dd/dc,1,1,1,1,1,1
2263,Lazzari,LAZ,d,dd/e,2,1,5,2,1,5
2728,Pellegrini Lu.,LAZ,d,ds/e,2,1,7,2,1,7
7345,Przyborek,LAZ,c,w/t,1,1,5,1,1,5
6883,Jean,LEC,d,dc,2,1,4,2,1,4
7182,Ndaba,LEC,d,ds/e,1,1,5,1,1,5
7319,Fofana Sa.,LEC,c,m/c,1,1,1,1,1,1
2815,Terracciano,MIL,p,por,1,1,1,1,1,1
6813,Torriani,MIL,p,por,1,1,1,1,1,1
7525,Diawara S.,MIL,d,ds/dc,2,1,4,2,1,4
7475,Strajnar,MON,p,por,1,1,1,1,1,1
5399,Antov,MON,d,dc,1,1,2,1,1,2
5880,Ciurria,MON,c,e/w,2,1,6,2,1,6
2845,Contini,NAP,p,por,1,1,1,1,1,1
6809,Marianucci,NAP,d,dc,1,1,3,1,1,3
5481,Mazzocchi,VEN,d,dd/ds/e,1,1,10,1,1,12
7202,Ndiaye,PAR,d,dc,1,1,8,1,1,8
6149,Carboni F.,PAR,d,ds/e,1,1,3,1,1,3
7048,De Marzi,ROM,p,por,1,1,1,1,1,1
610,Gollini,ROM,p,por,1,1,1,1,1,1
7260,Ziolkowski,MON,d,dc,1,1,7,1,1,7
4518,Russo A.,SAS,p,por,1,1,1,1,1,1
4867,Turati,SAS,p,por,1,1,1,1,1,1
7156,Pieragnolo,SAS,d,ds/e,1,1,1,1,1,1
6219,Boloca,SAS,c,m/c,2,1,5,2,1,5
7457,Mascardi,TOR,p,por,1,1,1,1,1,1
7363,Siviero,TOR,p,por,1,1,1,1,1,1
252,Biraghi,TOR,d,b/ds/e,2,1,5,2,1,6
543,Padelli,UDI,p,por,1,1,1,1,1,1
6212,Zarraga,UDI,c,m/c,1,1,4,1,1,4
6671,Grandi,VEN,p,por,1,1,1,1,1,1
7531,Pozzi,VEN,p,por,1,1,1,1,1,1
7454,Gomes,VEN,d,ds/dc,1,1,1,1,1,1
7481,Dagasso,VEN,c,c,1,1,1,1,1,1
526,Duncan,VEN,c,c,2,1,4,2,1,4
7408,Lisman,VEN,a,w/a,1,1,1,1,1,1
2127,Satalino,SAS,p,por,1,1,1,1,1,1
7548,Aurelio,CAG,d,ds/e,2,1,5,2,1,5
7557,Penev,LEC,p,por,1,1,1,1,1,1
7560,Pisseri,FRO,p,por,1,1,1,1,1,1
3,Radunovic,CAG,p,por,1,1,1,1,1,1
7568,De Martis,PAR,a,pc,1,1,1,1,1,1
4957,Montipò,VEN,p,por,1,1,1,1,1,1
7553,Omar Fayed,FRO,d,dc,1,1,1,1,1,1
4468,Bleve,LEC,p,por,1,1,1,1,1,1
7571,Laerke,LEC,c,w/a,1,1,1,1,1,1
7572,Comotto,MIL,c,m/c,1,1,1,1,1,1
6537,Goglichidze,MON,d,dd/dc,2,1,5,3,2,7
7575,Mout,MON,c,c,1,1,12,1,1,12
5812,Terracciano F.,MIL,d,b/dd/ds,2,1,4,3,2,7
5462,Ciervo,CAG,c,w,1,1,1,1,1,1
7603,Grabara,JUV,p,por,1,1,1,1,1,1
7604,Maye,MON,d,ds/dc,1,1,1,1,1,1
7611,Mrozek,UDI,p,por,1,1,1,1,1,1
6826,Dembelè A.,LEC,d,dd/e,1,1,2,1,1,2
7092,Jovanovic,UDI,c,w/t,2,1,5,2,1,5
2874,Ghidotti,PAR,p,por,1,1,1,1,1,1
7622,Robinho Junior,GEN,a,a,1,1,1,1,1,1
7626,Pompei,ATA,p,por,1,1,1,1,1,1
7627,Enem,BOL,a,pc,2,1,4,2,1,4
7629,Libra,BOL,c,c/t,1,1,2,1,1,2
5850,Lovric,UDI,c,c,1,1,1,1,1,1
